-43200.0   1   146467769.268
-43200.0   2   143853365.717
-42900.0   1   145583334.480
-42900.0   2   143119323.772
-42600.0   1   144699082.053
-42600.0   2   142386577.004
-42300.0   1   143815045.910
-42300.0   2   141655087.649
-42000.0   1   142931259.004
-42000.0   2   140924816.709
-41700.0   1   142047753.356
-41700.0   2   140195723.528
-41400.0   1   141164559.685
-41400.0   2   139467765.499
-41100.0   1   140281708.055
-41100.0   2   138740899.274
-40800.0   1   139399226.719
-40800.0   2   138015079.121
-40500.0   1   138517143.586
-40500.0   2   137290258.529
-40200.0   1   137635484.962
-40200.0   2   136566388.934
-39900.0   1   136754275.963
-39900.0   2   135843420.551
-39600.0   1   135873540.729
-39600.0   2   135121302.165
-39300.0   1   134993301.911
-39300.0   2   134399980.790
-39000.0   1   134113580.816
-39000.0   2   133679402.572
-38700.0   1   133234397.598
-38700.0   2   132959511.517
-38400.0   1   132355771.140
-38400.0   2   132240250.884
-38100.0   1   131477718.736
-38100.0   2   131521561.884
-37800.0   1   130600256.352
-37800.0   2   130803385.050
-37500.0   1   129723398.701
-37500.0   2   130085659.053
-37200.0   1   128847158.481
-37200.0   2   129368321.461
-36900.0   1   127971547.807
-36900.0   2   128651308.407
-36600.0   1   127096576.165
-36600.0   2   127934554.906
-36300.0   1   126222252.458
-36300.0   2   127217994.356
-36000.0   1   125348583.479
-36000.0   2   126501559.533
-35700.0   1   124475574.640
-35700.0   2   125785181.171
-35400.0   1   123603229.370
-35400.0   2   125068789.155
-35100.0   1   122731549.932
-35100.0   2   124352312.558
-34800.0   1   121860536.289
-34800.0   2   123635678.582
-34500.0   1   120990187.398
-34500.0   2   122918813.764
-34200.0   1   120120499.839
-34200.0   2   122201643.413
-33900.0   1   119251468.794
-33900.0   2   121484091.606
-33600.0   1   118383087.425
-33600.0   2   120766081.300
-33300.0   1   117515347.129
-33300.0   2   120047534.806
-33000.0   1   116648237.320
-33000.0   2   119328372.602
-32700.0   1   115781745.734
-32700.0   2   118608515.097
-32700.0   5   121743851.286
-32400.0   1   114915858.016
-32400.0   2   117887880.767
-32400.0   5   120784023.279
-32100.0   1   114050558.062
-32100.0   2   117166387.858
-32100.0   5   119822380.083
-31800.0   1   113185827.399
-31800.0   2   116443952.988
-31800.0   5   118858948.958
-31500.0   1   112321645.998
-31500.0   2   115720492.416
-31500.0   5   117893755.698
-31200.0   1   111457991.577
-31200.0   2   114995921.093
-31200.0   5   116926826.025
-30900.0   1   110594839.704
-30900.0   2   114270153.032
-30900.0   5   115958184.017
-30600.0   1   109732163.992
-30600.0   2   113543101.609
-30600.0   5   114987853.700
-30300.0   1   108869935.929
-30300.0   2   112814679.429
-30300.0   5   114015857.497
-30000.0   1   108008124.869
-30000.0   2   112084797.554
-30000.0   5   113042217.006
-29700.0   1   107146697.937
-29700.0   2   111353366.824
-29700.0   5   112066952.880
-29400.0   1   106285620.104
-29400.0   2   110620297.023
-29400.0   5   111090084.666
-29100.0   1   105424854.017
-29100.0   2   109885497.086
-29100.0   5   110111630.625
-28800.0   1   104564360.106
-28800.0   2   109148875.438
-28800.0   5   109131608.009
-28500.0   1   103704096.494
-28500.0   2   108410339.084
-28500.0   5   108150032.705
-28200.0   1   102844019.262
-28200.0   2   107669794.818
-28200.0   5   107166919.334
-27900.0   1   101984081.725
-27900.0   2   106927148.388
-27900.0   5   106182281.251
-27600.0   1   101124234.854
-27600.0   2   106182304.729
-27600.0   5   105196130.420
-27300.0   1   100264427.649
-27300.0   2   105435168.149
-27300.0   5   104208477.265
-27000.0   1    99404606.128
-27000.0   2   104685642.237
-27000.0   5   103219330.576
-26700.0   1    98544714.176
-26700.0   2   103933629.521
-26700.0   5   102228697.753
-26400.0   1    97684692.962
-26400.0   2   103179032.016
-26400.0   5   101236584.424
-26100.0   1    96824481.236
-26100.0   2   102421750.845
-26100.0   5   100242994.625
-25800.0   1    95964015.082
-25800.0   2   101661686.514
-25800.0   5    99247930.711
-25500.0   1    95103227.794
-25500.0   2   100898738.595
-25500.0   5    98251392.978
-25200.0   1    94242050.546
-25200.0   2   100132805.832
-25200.0   5    97253380.008
-24900.0   1    93380411.082
-24900.0   5    96253888.253
-24600.0   1    92518235.070
-24600.0   5    95252912.236
-24300.0   1    91655444.765
-24300.0   5    94250444.478
-24000.0   1    90791960.203
-24000.0   5    93246474.806
-23700.0   1    89927697.889
-23700.0   5    92240991.621
-23400.0   1    89062571.866
-23400.0   5    91233980.064
-23100.0   1    88196493.008
-23100.0   5    90225423.520
-22800.0   1    87329368.853
-22800.0   5    89215302.399
-22500.0   1    86461104.349
-22500.0   5    88203594.814
-22200.0   1    85591600.777
-22200.0   5    87190275.856
-21900.0   1    84720756.468
-21900.0   5    86175318.104
-21600.0   1    83848466.215
-21600.0   5    85158691.024
-21300.0   1    82974621.684
-21300.0   5    84140361.189
-21000.0   1    82099110.509
-21000.0   5    83120291.610
-20700.0   1    81221817.136
-20700.0   5    82098442.835
-20400.0   1    80342622.300
-20400.0   5    81074771.351
-20100.0   1    79461402.790
-20100.0   5    80049230.458
-19800.0   1    78578031.318
-19800.0   5    79021769.814
-19500.0   1    77692377.266
-19500.0   5    77992335.123
-19200.0   1    76804304.863
-19200.0   5    76960868.310
-18900.0   1    75913674.760
-18900.0   5    75927307.324
-18600.0   1    75020342.872
-18600.0   5    74891585.571
-18300.0   1    74124160.479
-18300.0   5    73853632.432
-18000.0   1    73224974.204
-18000.0   5    72813372.425
-17700.0   1    72322625.282
-17700.0   5    71770725.635
-17400.0   1    71416950.304
-17400.0   5    70725606.686
-17100.0   1    70507780.077
-17100.0   5    69677925.483
-16800.0   1    69594939.606
-16800.0   5    68627586.517
-16500.0   1    68678248.472
-16500.0   5    67574488.473
-16200.0   1    67757519.358
-16200.0   5    66518524.116
-15900.0   1    66832558.923
-15900.0   5    65459580.338
-15600.0   1    65903166.694
-15600.0   5    64397537.723
-15300.0   1    64969134.955
-15300.0   5    63332269.788
-15000.0   1    64030248.164
-15000.0   5    62263643.484
-14700.0   1    63086283.277
-14700.0   5    61191518.458
-14400.0   1    62137007.718
-14400.0   5    60115746.211
-14100.0   1    61182180.534
-14100.0   5    59036170.882
-13800.0   1    60221550.592
-13800.0   5    57952628.136
-13500.0   1    59254856.464
-13500.0   5    56864944.444
-13200.0   1    58281825.938
-13200.0   5    55772937.718
-12900.0   1    57302174.553
-12900.0   5    54676415.647
-12600.0   1    56315605.278
-12600.0   5    53575176.730
-12300.0   1    55321807.103
-12300.0   5    52469007.966
-12000.0   1    54320454.767
-12000.0   5    51357685.920
-11700.0   1    53311206.641
-11700.0   5    50240975.332
-11400.0   1    52293704.011
-11400.0   5    49118629.081
-11100.0   1    51267569.438
-11100.0   5    47990387.636
-10800.0   1    50232405.221
-10800.0   5    46855978.329
-10500.0   1    49187791.178
-10500.0   5    45715114.548
-10200.0   1    48133283.342
-10200.0   4    50371731.645
-10200.0   5    44567496.290
 -9900.0   1    47068410.933
 -9900.0   4    49167608.889
 -9900.0   5    43412809.212
 -9600.0   1    45992674.093
 -9600.0   4    47958333.733
 -9600.0   5    42250724.167
 -9300.0   1    44905541.156
 -9300.0   4    46743927.668
 -9300.0   5    41080897.771
 -9000.0   1    43806444.415
 -9000.0   4    45524433.031
 -9000.0   5    39902972.247
 -8700.0   1    42694777.847
 -8700.0   4    44299919.618
 -8700.0   5    38716575.709
 -8400.0   1    41569891.170
 -8400.0   4    43070490.736
 -8400.0   5    37521323.989
 -8100.0   1    40431086.487
 -8100.0   4    41836291.367
 -8100.0   5    36316821.562
 -7800.0   1    39277610.803
 -7800.0   4    40597519.440
 -7800.0   5    35102664.685
 -7500.0   1    38108651.589
 -7500.0   4    39354437.926
 -7500.0   5    33878445.792
 -7200.0   1    36923327.579
 -7200.0   4    38107390.637
 -7200.0   5    32643758.706
 -6900.0   1    35720680.776
 -6900.0   4    36856823.609
 -6900.0   5    31398208.161
 -6600.0   1    34499666.777
 -6600.0   4    35603309.918
 -6600.0   5    30141421.918
 -6300.0   1    33259142.126
 -6300.0   4    34347581.362
 -6300.0   5    28873069.113
 -6000.0   1    31997852.008
 -6000.0   4    33090570.818
 -6000.0   5    27592885.753
 -5700.0   1    30714413.142
 -5700.0   4    31833462.901
 -5700.0   5    26300712.805
 -5400.0   1    29407296.279
 -5400.0   4    30577760.965
 -5400.0   5    24996549.215
 -5100.0   1    28074805.315
 -5100.0   4    29325373.294
 -5100.0   5    23680631.864
 -4800.0   1    26715052.477
 -4800.0   5    22353551.927
 -4500.0   1    25325931.376
 -4500.0   5    21016427.782
 -4200.0   1    23905088.467
 -4200.0   5    19671168.047
 -3900.0   1    22449893.313
 -3900.0   5    18320871.883
 -3600.0   1    20957414.564
 -3600.0   5    16970450.900
 -3300.0   1    19424411.259
 -3300.0   5    15627604.370
 -3000.0   1    17847363.561
 -3000.0   5    14304358.447
 -2700.0   1    16222592.719
 -2700.0   5    13019490.822
 -2400.0   1    14546580.656
 -2400.0   5    11802238.815
 -2100.0   1    12816741.730
 -2100.0   5    10697519.720
 -1800.0   1    11033259.745
 -1800.0   5     9771722.169
 -1500.0   1     9203594.339
 -1500.0   5     9114523.099
 -1200.0   1     7354349.304
 -1200.0   5     8826325.314
  -900.0   1     5565999.975
  -900.0   5     8982771.243
  -600.0   1     4082178.245
  -300.0   1     3521372.438
     0.0   1     4365407.003
   300.0   1     6057358.663
   300.0   2     5824562.663
   600.0   1     8028786.166
   600.0   2     4952481.651
   900.0   2     5018956.217
  1200.0   2     5915372.386
  1500.0   2     7268640.682
  1800.0   2     8813120.245
  1800.0   3    12576335.281
  2100.0   2    10421514.504
  2100.0   3    13273608.906
  2400.0   2    12037579.848
  2400.0   3    14146729.368
  2700.0   2    13636527.228
  2700.0   3    15150513.119
  3000.0   2    15207658.308
  3000.0   3    16248514.296
  3300.0   2    16746840.970
  3300.0   3    17412937.032
  3600.0   2    18253099.305
  3600.0   3    18623223.116
  3900.0   2    19726989.000
  3900.0   3    19864401.557
  4200.0   2    21169791.582
  4200.0   3    21125643.869
  4500.0   2    22583102.405
  4500.0   3    22399134.290
  4800.0   2    23968616.304
  4800.0   3    23679232.439
  5100.0   2    25328018.664
  5100.0   3    24961866.354
  5400.0   2    26662927.709
  5400.0   3    26244099.761
  5700.0   2    27974870.477
  5700.0   3    27523821.275
  6000.0   2    29265272.360
  6000.0   3    28799522.488
  6300.0   2    30535456.732
  6300.0   3    30070138.166
  6600.0   2    31786648.128
  6600.0   3    31334930.213
  6900.0   2    33019979.444
  6900.0   3    32593403.292
  7200.0   2    34236497.488
  7200.0   3    33845242.411
  7500.0   2    35437171.110
  7500.0   3    35090267.100
  7800.0   2    36622897.510
  7800.0   3    36328396.861
  8100.0   2    37794509.087
  8100.0   3    37559625.614
  8400.0   2    38952779.069
  8400.0   3    38784002.654
  8700.0   2    40098427.320
  8700.0   3    40001617.094
  9000.0   2    41232124.877
  9000.0   3    41212587.500
  9300.0   2    42354498.551
  9300.0   3    42417053.114
  9600.0   2    43466134.725
  9600.0   3    43615167.292
  9900.0   2    44567583.196
  9900.0   3    44807092.457
 10200.0   2    45659360.105
 10200.0   3    45992996.518
 10500.0   2    46741950.977
 10500.0   3    47173049.614
 10800.0   2    47815812.835
 10800.0   3    48347422.014
 11100.0   2    48881377.102
 11100.0   3    49516282.523
 11400.0   2    49939051.078
 11400.0   3    50679797.229
 11700.0   2    50989220.319
 11700.0   3    51838128.126
 12000.0   2    52032249.791
 12000.0   3    52991433.081
 12300.0   2    53068485.656
 12300.0   3    54139864.867
 12600.0   2    54098256.666
 12600.0   3    55283570.784
 12900.0   2    55121875.312
 12900.0   3    56422692.390
 13200.0   2    56139638.799
 13200.0   3    57557366.469
 13500.0   2    57151830.212
 13500.0   3    58687722.713
 13800.0   2    58158719.136
 13800.0   3    59813886.092
 14100.0   2    59160563.177
 14100.0   3    60935975.218
 14400.0   2    60157608.199
 14400.0   3    62054103.355
 14700.0   2    61150088.687
 14700.0   3    63168378.394
 15000.0   2    62138229.132
 15000.0   3    64278902.299
 15300.0   2    63122244.117
 15300.0   3    65385771.971
 15600.0   2    64102339.286
 15600.0   3    66489079.129
 15900.0   2    65078711.114
 15900.0   3    67588910.515
 16200.0   2    66051547.888
 16200.0   3    68685348.191
 16500.0   2    67021030.376
 16500.0   3    69778469.062
 16800.0   2    67987331.400
 16800.0   3    70868345.723
 17100.0   2    68950616.845
 17100.0   3    71955046.450
 17400.0   1    75816665.039
 17400.0   2    69911045.567
 17400.0   3    73038634.903
 17700.0   1    76686390.770
 17700.0   2    70868770.330
 17700.0   3    74119171.098
 18000.0   1    77551037.032
 18000.0   2    71823937.213
 18000.0   3    75196710.765
 18300.0   1    78410764.540
 18300.0   2    72776686.518
 18300.0   3    76271305.923
 18600.0   1    79265730.881
 18600.0   2    73727152.722
 18600.0   3    77343004.995
 18900.0   1    80116089.612
 18900.0   2    74675464.901
 18900.0   3    78411852.771
 19200.0   1    80961991.965
 19200.0   2    75621746.803
 19200.0   3    79477890.373
 19500.0   1    81803585.294
 19500.0   2    76566116.953
 19500.0   3    80541156.062
 19800.0   1    82641014.814
 19800.0   2    77508689.004
 19800.0   3    81601684.831
 20100.0   1    83474422.819
 20100.0   2    78449571.818
 20100.0   3    82659508.393
 20400.0   1    84303948.445
 20400.0   2    79388869.905
 20400.0   3    83714655.771
 20700.0   1    85129729.038
 20700.0   2    80326682.908
 20700.0   3    84767153.097
 21000.0   1    85951899.061
 21000.0   2    81263106.520
 21000.0   3    85817023.867
 21300.0   1    86770590.901
 21300.0   2    82198232.182
 21300.0   3    86864288.603
 21600.0   1    87585934.376
 21600.0   2    83132147.261
 21600.0   3    87908965.911
 21900.0   1    88398057.336
 21900.0   2    84064935.091
 21900.0   3    88951071.586
 22200.0   1    89207085.387
 22200.0   2    84996675.375
 22200.0   3    89990619.106
 22500.0   1    90013142.315
 22500.0   2    85927444.145
 22500.0   3    91027620.082
 22800.0   1    90816349.483
 22800.0   2    86857313.638
 22800.0   3    92062083.807
 23100.0   1    91616826.857
 23100.0   2    87786352.860
 23100.0   3    93094017.234
 23400.0   1    92414691.928
 23400.0   2    88714627.043
 23400.0   3    94123425.658
 23700.0   1    93210060.644
 23700.0   2    89642198.467
 23700.0   3    95150312.698
 24000.0   1    94003047.091
 24000.0   2    90569126.093
 24000.0   3    96174679.605
 24300.0   1    94793763.420
 24300.0   2    91495465.428
 24300.0   3    97196526.609
 24600.0   1    95582320.097
 24600.0   2    92421269.432
 24600.0   3    98215851.633
 24900.0   1    96368825.835
 24900.0   2    93346587.640
 24900.0   3    99232651.581
 25200.0   1    97153387.706
 25200.0   2    94271467.009
 25500.0   1    97936110.896
 25500.0   2    95195950.932
 25800.0   1    98717099.035
 25800.0   2    96120081.064
 26100.0   1    99496454.145
 26100.0   2    97043895.388
 26400.0   1   100274276.461
 26400.0   2    97967429.913
 26700.0   1   101050664.370
 26700.0   2    98890717.591
 27000.0   1   101825715.036
 27000.0   2    99813789.117
 27300.0   1   102599523.867
 27300.0   2   100736672.287
 27600.0   1   103372184.373
